Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Bwd IAT Total,Bwd IAT Mean,Fwd Header Length,Bwd Header Length,Label
9.440599409765397,16.59451092344692,16.39520646100069,20.052576424032633,12.095609329882425,12.374150964109262,12.143099171229291,10.379585811264477,1.9372549365319927,19.751848411984515,19.082225404756635,7.380620011920696,12.859769679118827,11.287965814404139,11.483280991462964,4.301896719618803,11.852625195378746,17.98860233456304,27.797440155188966,16.971165109398004,15.611095826113399,12.422821689537734,11.998730749470441,BENIGN
19.737199105233195,11.991466938853016,24.261390922544688,14.932513876310331,9.711445355220498,19.112724560515943,8.895781750144888,16.044317975023777,5.201649380601122,8.359069755507846,15.984306179345618,18.692332899977053,15.856841405949853,14.421758588058797,13.494481522053556,7.607390048162863,11.400778958026457,12.696806145201062,20.285611131094576,16.71809144784231,6.18479922318633,16.620419846973974,13.074588597918417,BENIGN
17.910613973565198,19.438742297966787,19.47166165054381,18.77498898622368,13.964170549477128,11.8826130250752,7.459233552262586,20.4982348789241,14.111339393646725,12.948083456568497,20.898581723503504,10.508960302721608,19.173977096152143,16.482806921644855,9.81085061742259,14.620981274859073,19.864817668778937,18.97797731947971,22.47717126441737,16.6909062599666,31.861481268133364,10.39804597466312,13.006808049923993,BENIGN
14.69567956262627,15.435235341190856,13.504963247670663,15.458803882677511,5.0621554269955364,13.90164056081244,16.78556285755873,22.38947022370758,12.408648908631763,10.957531985534061,12.491214782077318,19.57701058851037,16.643755548298422,12.351198981164806,17.56633716556678,15.485387746740201,19.843224952664446,11.489734530613237,13.361689267011158,13.039459234339212,7.682425259339407,16.48060138532288,16.305276360899448,BENIGN
1.7241197621826494,16.72758971944383,13.022417742098533,13.55431571765029,17.264681632667546,14.169695458244673,16.074694150473775,4.888425334021324,10.284715957663689,22.019793693296467,14.907245977441798,6.632476890048885,9.637340827821712,10.037069102984049,15.511738412748334,12.836953597259933,11.70408848781761,15.019686522157015,17.388770497167634,13.704856776305547,12.126453961933002,12.892508898300582,16.69910482093322,BENIGN
14.963099250277136,20.714114072575104,18.759665163433873,18.955159735215233,10.453062726026305,22.013971554680495,7.990744686038596,17.934285469001352,25.952278129049894,10.047318374346558,12.16851135198614,15.498256825438206,12.482621729419003,7.246682844669337,15.342814874030136,9.688481431369475,17.36796215317591,10.402878828830985,22.749672025087698,11.083733538318814,13.389692418971622,19.067586086848348,8.845678417830225,BENIGN
259.1109219533684,353.1330173015466,124.04072337368854,133.5306626323596,34.79668418529616,245.25818048909122,253.951745141159,80.62830751603573,199.4112676408916,247.3656637584088,168.10306155990997,217.79211460613112,163.9866409593177,52.65160861126088,233.94779138566923,256.00845292113604,208.76008519040366,73.64021904308636,89.90564602688573,59.56575575035758,211.59818879446348,251.47116179231216,183.95889952451606,ATTACK
19.702677924810047,13.773059419985648,11.231319178212551,10.552427851872384,10.920948575172808,14.61449145292948,16.70575987408322,16.383453996650097,19.13591624518012,15.065009459389534,22.267670385786584,13.67671583381022,28.600845832948096,18.12833673882503,10.714212217918586,9.645537509694439,17.412362076215928,13.882686073370746,18.57000247046046,17.366188122867726,14.635855436715635,10.766031409657975,7.425763876570677,BENIGN
75.91627046308176,108.96277458915026,206.8087392291163,157.39830972408777,200.4059950880806,291.0349977842583,168.47629783561064,85.2850486887711,234.5938807089901,154.10886875837082,219.79577261283623,235.29588352781906,73.2793522858577,260.56036833375543,222.40975679652473,101.68765020123772,174.3559295896682,170.57659927840854,151.91454515726696,219.7531191049914,264.9885062666822,150.58450981925057,256.4705062377668,ATTACK
19.94101305252056,13.423653776798272,18.794846102466337,11.13587392731214,13.815906966299956,12.573182260854482,15.409370696931612,26.573292833367542,5.663674037041259,18.43130095187257,6.936420644051742,12.640340671052833,20.444752984836832,15.321400095477314,9.611276110353469,11.423481453700159,18.39798874467338,11.348166841414317,16.082292947909874,15.227859199519068,11.741998261970915,25.719720446626628,18.169595111590056,BENIGN
15.075716391299322,17.210370084333658,20.24009871997476,11.857151262621468,12.777506278904086,6.65433820454734,11.140904611216225,23.306508653040773,13.328764544248163,13.410765467447083,16.588835162185593,6.938863464127383,19.726908450437836,21.332034276864373,16.886481327302047,23.25675493239745,8.365841169320515,24.21857898875923,11.346292983851733,8.60040133368435,13.813040193966655,24.36002840236152,14.90278929550226,BENIGN
10.337041717194595,13.737159243034199,8.761084090175753,23.162056519658176,7.849293110196837,12.79977756651508,15.653702886430457,22.206366445330577,7.8206892441028035,20.815818760774796,15.051165305097935,10.092456744760245,17.310517371316354,15.995298477867351,11.998915614206027,15.349010424950094,13.0734320156912,15.56758672625624,18.310653372605234,22.93008408072676,8.810922505865754,25.665166873281333,5.239561002387491,BENIGN
185.14617120827472,141.32016891491895,111.08537871581115,166.6078609028576,220.79923737493323,112.83762010840258,100.22102680749768,121.56090872669122,226.16088750773557,266.20401979698966,178.96111295539765,196.50513072285793,99.62393141879097,220.14037199618605,194.13896083720596,93.1897633658013,6.986271045457443,52.35439165745164,96.46378174550296,242.95498541974197,274.2287820671461,114.83856996205782,117.36677177829634,ATTACK
